Distance,0,0.25,0.5,0.75,1,1.25,1.5
0,21.8,103.9,237,279.6,303.9,320.5,332.3
0.0191,22,33.2,92,142.4,178.8,207,228.1
0.0381,21.9,24.9,54.6,94.5,129.6,158.7,180.9
0.0572,21.8,22.6,37.9,68.9,101.2,128.4,150.6
0.0762,21.9,22.2,32,58.1,87.6,112.9,135.8
0.127,22.8,22.7,22.8,23.7,26.9,34.4,42.4
0.1461,22.8,22.8,22.7,23.1,24.6,28.7,34.8
0.1651,22.9,22.8,22.8,22.9,23.6,25.9,30.4
0.1842,22.9,22.9,22.8,22.8,23.2,24.8,28.2
0.2033,23.1,23.1,23.1,23.1,23.4,24.7,27.7
