Time,Subfloor,HotAisle,Ceiling
294.69,69.8378,0.9091,7.5758
296.018,70.8108,0.8658,7.316
297.345,71.8378,0.9957,6.7532
298.673,72.1081,1.039,6.5801
300,72.5946,1.0823,6.5368
301.327,72.8108,1.2554,6.5368
302.655,72.3784,1.3853,6.2771
303.982,71.8919,1.4286,6.1905
305.31,71.0811,1.5152,6.4069
306.637,70.6486,1.5152,6.4502
307.965,70,1.3853,6.4502
309.292,69.2432,0.9957,6.8831
310.619,68.2162,0.8658,7.3593
311.947,68,0.6494,7.4459
313.274,67.8378,0.5195,7.8788
314.602,67.8378,0.4329,7.8788
315.929,67.9459,0.3463,7.316
317.257,67.8919,0.3463,7.013
318.584,67.5676,0.1299,6.4935
319.912,67.2973,0.1299,6.5368
321.239,67.2973,0.4329,7.316
322.566,67.6757,0.6926,7.4026
323.894,69.0811,0.7792,7.4459
325.221,69.5135,0.8658,6.4935
326.549,69.7838,1.2554,5.7576
327.876,70.8649,1.4719,5.6277
329.204,71.0811,1.4286,5.7576
330.531,71.0811,1.2554,6.4502
331.858,70.8649,1.0823,6.9697
333.186,70.5946,0.9957,6.8398
334.513,70.2162,0.9957,6.4502
335.841,70.1622,1.1255,5.8442
337.168,69.7297,1.2121,4.7619
338.496,69.6216,1.342,4.8485
339.823,69.5676,1.0823,5.4113
341.15,69.7297,0.9091,5.4978
342.478,69.8919,0.8225,5.4978
343.805,70.1622,0.6926,5.2381
345.133,70.2162,0.2597,5.671
346.46,70.0541,0.2165,6.0606
347.788,69.8378,0.2165,6.1905
349.115,69.4054,0.2165,7.4459
350.442,69.0811,0.1732,6.8398
351.77,68.973,0.1299,6.4502
353.097,69.1892,0.1299,6.0606
354.425,69.4054,0.1299,5.7143
355.752,69.7838,0.1299,5.7143
357.08,70.5405,0.1299,5.8009
358.407,70.8108,0.1299,5.7576
359.735,70.973,0.1299,6.2771
361.062,71.027,0.1299,6.3203
362.389,70.8108,0.1299,6.2338
363.717,70.4865,0.1299,6.4069
365.044,70.2162,0.1299,6.4502
366.372,69.8378,0.1299,6.4935
367.699,69.027,0.1732,7.619
369.027,68.7568,0.1299,7.6623
370.354,68.5405,0.1299,7.6623
371.681,68.4324,0.1299,7.6623
373.009,68.8649,0.1299,7.6623
374.336,69.6216,0.1299,8.0952
375.664,69.8378,0.1299,8.4848
376.991,70.0541,0.1299,8.6147
378.319,70.973,0.1299,7.619
379.646,70.9189,0.1299,6.9264
380.973,70.4324,0.1732,6.8398
382.301,70.2162,0.4762,6.4935
383.628,70.0541,0.6061,6.71
384.956,69.4054,0.6926,7.4892
386.283,69.5135,0.7792,7.4892
387.611,69.6216,0.6926,7.4892
388.938,69.027,0.6061,7.8355
390.265,68.8649,0.4762,8.3117
391.593,68.7027,0.3896,8.4416
392.92,68.3784,0.3463,8.7013
394.248,68.3243,0.3463,8.658
395.575,69.0811,0.3463,8.5281
396.903,69.5676,0.303,9.0043
398.23,70.1081,0.2597,9.1775
399.558,71.1351,0.1732,9.2208
400.885,72.2703,0.1299,9.1775
402.212,72.7568,0.1299,9.0909
403.54,73.1892,0.1299,8.9177
404.867,73.4054,0.303,8.7879
406.195,73.027,0.3463,8.5714
407.522,72.7027,0.3463,8.6147
408.85,71.5135,0.3463,8.6147
410.177,71.2432,0.2597,8.7013
411.504,70.2162,0.1732,8.1385
412.832,69.8378,0.1732,7.8355
414.159,69.027,0.2597,7.8355
415.487,69.1892,0.6494,7.7922
416.814,69.4054,0.6926,7.5325
418.142,69.9459,0.6926,6.8831
419.469,70.0541,0.7792,6.6667
420.796,70.1081,1.1255,6.6667
422.124,70.1622,1.4719,7.0996
423.451,69.7297,1.5584,7.316
424.779,69.6757,1.8182,7.3593
426.106,69.3514,1.8615,7.6623
427.434,69.1892,2.0346,7.8355
428.761,69.2973,1.9481,7.619
430.088,69.6757,1.9048,7.5758
431.416,70.1081,1.8182,7.6623
432.743,70.5405,1.9048,7.7922
434.071,70.7568,2.0779,7.7922
435.398,70.973,2.1645,7.7922
436.726,71.027,2.1212,7.5758
438.053,70.8649,2.0779,7.619
439.381,70.7568,1.9913,7.6623
440.708,70.7027,1.8615,7.6623
442.035,70.8108,1.7316,7.8355
443.363,70.973,1.2987,7.7056
444.69,71.2432,0.9957,8.0087
446.018,71.6216,0.8225,8.0087
447.345,71.7838,0.7359,8.5714
448.673,71.8919,0.303,8.7446
450,71.2973,0.2165,8.7013
451.327,71.1892,0.1299,8.2684
452.655,71.0811,0.1299,8.2684
453.982,71.027,0.1299,8.0952
455.31,71.1892,0.1299,8.0952
456.637,71.3514,0.1299,8.3983
457.965,71.4054,0.1299,8.3983
459.292,70.6486,0.1299,8.3983
460.619,70.1622,0.1299,8.2251
461.947,69.7838,0.1299,8.1818
463.274,69.2973,0.1299,8.1385
464.602,68.6486,0.1299,6.9264
465.929,68.7568,0.1299,6.8398
467.257,69.4595,0.1299,5.974
468.584,69.9459,0.1299,6.4069
469.912,70.8108,0.1299,6.6234
471.239,71.6216,0.1299,6.1472
472.566,72.2703,0.1299,6.1472
473.894,72.5405,0.1299,6.2771
475.221,73.2432,0.1732,7.0563
476.549,73.4595,0.1299,7.316
477.876,73.5676,0.1299,7.6623
479.204,73.5676,0.1299,7.619
480.531,73.4595,0.1299,7.619
481.858,73.2973,0.1299,7.2727
483.186,73.1351,0.5628,7.0996
484.513,73.0811,0.7359,6.9697
485.841,72.8649,0.8225,6.4502
487.168,72.9189,0.8225,6.8831
488.496,72.973,1.039,7.4459
489.823,72.8649,1.0823,7.5758
491.15,72.4324,1.2121,8.355
492.478,71.4595,1.2554,8.6147
493.805,71.2432,1.2554,8.4416
495.133,71.1351,1.0823,8.0519
496.46,70.7568,0.9091,8.3117
497.788,70.5946,0.5195,8.3983
499.115,70.5405,0.3463,8.3983
500.442,70,0.303,8.2251
501.77,68.9189,0.1299,7.9221
503.097,68.1081,0.1299,6.7965
504.425,67.3514,0.1299,6.6667
505.752,66.6486,0.1732,6.4935
507.08,65.4054,0.2165,6.8831
508.407,64.8108,0.6926,7.4459
509.735,64.8108,0.7792,7.619
511.062,64.9189,0.9091,7.5758
512.389,65.9459,1.2554,7.3593
513.717,67.027,1.8182,6.8398
515.044,67.8919,2.0779,6.5801
516.372,68.4865,2.2511,6.6234
517.699,69.5135,2.4242,6.6234
519.027,70.5405,2.381,6.6667
520.354,70.8649,2.2078,6.5801
521.681,70.9189,1.9913,6.4502
523.009,70.7027,1.8182,6.3636
524.336,70.5405,1.2987,6.2338
525.664,70.2703,0.9091,6.3203
526.991,70.1622,0.7359,6.6234
528.319,69.5135,0.6061,6.7965
529.646,69.1892,0.5628,7.4892
530.973,68.9189,0.5628,7.5758
532.301,68.5946,0.6926,7.4892
533.628,68.3784,0.6494,7.316
534.956,68.3243,0.5628,7.316
536.283,68.4865,0.4329,7.8355
537.611,68.7027,0.3896,7.5758
538.938,69.0811,0.3896,7.5758
540.265,69.2973,0.3896,6.4502
541.593,69.5135,0.3463,6.3636
542.92,69.5135,0.3463,6.1905
544.248,69.4595,0.4329,6.1905
545.575,69.8919,0.4762,6.2338
546.903,70.1622,0.6926,6.4935
548.23,71.2973,0.8658,6.5801
549.558,71.6757,1.039,7.2294
550.885,72.2162,1.0823,7.316
552.212,73.0811,1.1255,7.4459
553.54,74.5946,1.1688,6.3636
554.867,74.9189,1.2121,6.3203
556.195,75.1351,1.2121,6.5801
557.522,75.6757,1.0823,7.7056
558.85,75.8919,0.9091,7.9221
560.177,75.7838,0.5628,8.2251
561.504,75.6216,0.4329,7.2294
562.832,75.4595,0.7359,6.7532
564.159,75.2432,0.9524,7.1429
565.487,75.2973,1.0823,7.1861
566.814,75.1351,1.2554,7.1429
568.142,74.5405,1.3853,6.4935
569.469,74.2703,1.342,6.1905
570.796,73.7297,1.1255,6.4069
572.124,73.2432,1.1688,6.4935
573.451,72.8108,1.0823,6.5801
574.779,71.9459,1.039,8.1818
576.106,71.5676,0.9957,8.1818
577.434,71.5135,0.9957,7.4892
578.761,70.9189,1.0823,6.6667
580.088,70.5946,1.1255,6.3636
581.416,70.3784,1.0823,6.4502
582.743,70.3243,1.039,6.7532
584.071,70.2162,0.7792,6.7965
585.398,70.2162,0.7792,7.1429
586.726,70.3784,0.7359,7.0996
588.053,70.5946,0.5628,7.0996
589.381,71.027,0.4329,7.1861
590.708,71.5135,0.5628,7.2294
592.035,72.3784,0.6061,7.2294
593.363,72.7027,0.6061,7.3593
594.69,72.973,0.6061,7.5325
596.018,73.6216,0.3896,8.0952
597.345,74.3784,0.2597,8.1385
598.673,74.3784,0.1732,7.7489
600,74.2703,0.1299,6.7965
601.327,74.0541,0.1299,6.71
602.655,73.7297,0.1299,6.5801
603.982,73.5135,0.1299,6.4069
605.31,73.5135,0.1299,6.7965
606.637,73.5676,0.1299,7.4459
607.965,73.6757,0.1299,7.7489
609.292,73.9459,0.1299,7.9654
610.619,74.0541,0.1299,7.0563
611.947,74,0.1299,6.7532
613.274,73.5135,0.1299,6.6667
614.602,73.2973,0.1299,6.6667
615.929,72.973,0.1299,6.71
617.257,72.8649,0.1299,6.7532
618.584,72.7568,0.3463,6.8398
619.912,72.8108,0.3463,7.1861
621.239,72.7027,0.3463,7.013
622.566,72.3784,0.303,5.9307
623.894,71.8919,0.2165,5.1082
625.221,71.5135,0.1299,4.7186
626.549,71.027,0.1299,5.4113
627.876,70.5946,0.1299,6.1905
629.204,70.1622,0.1299,6.4502
630.531,69.6757,0.1299,6.5801
631.858,69.1892,0.1299,6.4069
633.186,69.027,0.1732,5.7143
634.513,68.9189,0.1299,5.974
635.841,67.6216,0.1299,6.5801
637.168,67.4054,0.1299,6.8831
638.496,67.0811,0.2165,6.8398
639.823,66.6486,0.4762,6.7965
641.15,66.2703,0.5628,6.7965
642.478,65.4054,0.6061,7.2294
643.805,65.5676,0.7359,7.8788
645.133,66,0.8658,8.0087
646.46,67.1351,0.7792,8.1818
647.788,67.8378,0.6494,7.7056
649.115,68.8108,0.5628,7.4026
650.442,70.2162,0.4329,6.8831
651.77,70.5405,0.3896,7.0996
653.097,71.7838,0.3463,6.9264
654.425,72.7568,0.2597,7.0563
655.752,73.1351,0.2597,7.0996
657.08,73.9459,0.3463,6.5368
658.407,73.8919,0.3896,6.4935
659.735,73.6757,0.3896,6.6234
661.062,73.6216,0.5628,7.013
662.389,73.2973,0.8225,7.013
663.717,73.0811,0.8658,7.013
665.044,72.973,0.8225,6.9264
666.372,72.4865,0.7359,6.8398
667.699,72.3784,0.5195,6.2771
669.027,72.2162,0.3896,5.974
670.354,72.0541,0.3463,5.8442
671.681,71.8919,0.3896,5.8874
673.009,71.8919,0.4329,6.5368
674.336,72.2703,0.4329,6.9264
675.664,72.3784,0.3896,6.7965
676.991,72.4865,0.2597,6.71
678.319,72.5946,0.2597,6.1905
679.646,72.5405,0.2165,6.3636
680.973,72.4865,0.1299,6.8398
682.301,72.3243,0.1299,6.7532
683.628,72.2703,0.1299,6.7532
684.956,72.7027,0.1299,6.3636
686.283,72.973,0.1732,6.2771
687.611,73.0811,0.1299,6.0173
688.938,73.1892,0.1299,6.1905
690.265,73.6216,0.1299,6.4935
691.593,73.1351,0.1299,7.013
692.92,72.7568,0.1299,7.0563
694.248,72.4865,0.1299,7.0563
695.575,72.0541,0.1732,7.1429
696.903,71.5135,0.3896,6.9264
698.23,71.4054,0.4329,6.3636
699.558,71.5135,0.5195,5.1515
700.885,71.5676,0.6061,4.8918
702.212,71.6216,0.7792,4.9784
703.54,71.7297,0.9091,5.5411
704.867,71.8919,0.6494,5.4978
706.195,72.3243,0.5628,5.5411
707.522,72.4324,0.4762,6.2338
708.85,72.5405,0.3896,6.1472
710.177,72.4324,0.2597,6.2771
711.504,72.2703,0.2597,6.4935
712.832,71.1892,0.2597,6.5801
714.159,70.8649,0.2597,6.4502
715.487,70.2162,0.2165,6.2771
716.814,70.0541,0.1299,5.1515
718.142,70.1622,0.1299,5.0649
719.469,70.4324,0.5628,5.1515
720.796,70.4865,0.6061,5.1082
722.124,71.027,0.6061,4.8052
723.451,71.3514,0.6061,4.8052
724.779,71.5135,0.6494,4.8052
726.106,71.6757,0.5628,5.8442
727.434,72.1622,0.5195,6.2338
728.761,72.2703,0.3896,6.9264
730.088,72.3243,0.3896,7.2294
731.416,72.1622,0.4329,7.2727
732.743,72.0541,0.3896,7.619
734.071,71.9459,0.3896,7.6623
735.398,71.8378,0.3463,7.0996
736.726,71.8378,0.303,6.9264
738.053,71.9459,0.3463,6.9697
739.381,72.3243,0.3896,7.3593
740.708,72.3784,0.3896,6.7965
742.035,72.3243,0.3896,6.71
743.363,71.7838,0.3896,6.0173
744.69,71.6757,0.3463,5.974
746.018,71.5676,0.2165,6.3636
747.345,71.0811,0.1732,6.7532
748.673,70.7568,0.1299,7.0996
750,70.2703,0.1299,6.7532
751.327,70.4324,0.1299,6.6234
752.655,70.7027,0.1299,5.974
